time(s)	nformants	F1(Hz)	B1(Hz)	F2(Hz)	B2(Hz)	F3(Hz)	B3(Hz)	F4(Hz)	B4(Hz)	F5(Hz)	B5(Hz)
2.680986	4	1365.363	679.000	2541.816	793.172	3548.128	3066.663	4052.134	631.257	--undefined--	--undefined--
2.690986	5	1150.594	1263.467	1299.919	149.340	2974.616	878.479	4305.114	2042.609	4547.804	380.653
2.700986	5	1098.548	899.998	1307.933	128.620	2935.183	855.751	4194.162	1740.120	4577.874	285.278
2.710986	5	988.455	1098.840	1302.216	103.366	2875.793	1047.277	4132.846	2093.424	4594.192	279.012
2.720986	4	1288.076	97.981	1860.532	2151.148	3178.263	1705.026	4632.898	306.609	--undefined--	--undefined--
2.730986	5	294.956	846.061	1322.767	208.409	2197.790	943.067	3765.326	900.323	4825.490	268.486
2.740986	5	452.632	180.701	1288.381	311.518	2132.249	469.809	3688.167	415.262	4831.056	231.219
2.750986	5	480.112	103.836	1225.136	210.257	2062.750	219.168	3671.810	333.101	4855.111	500.883
2.760986	5	517.822	97.261	1230.895	201.030	2030.954	153.026	3673.690	263.434	4801.630	667.377
2.770986	5	559.303	110.336	1243.889	223.635	1998.896	134.344	3689.501	260.838	4685.754	516.886
2.780986	5	612.512	104.503	1256.346	162.245	1923.004	180.948	3747.760	403.756	4751.758	788.681
2.790986	5	652.515	98.425	1263.938	158.130	1816.500	207.557	3740.513	524.697	4998.603	1313.114
2.800986	5	679.891	91.313	1303.226	141.627	1785.320	180.774	3671.754	478.944	4823.934	1172.273
2.810986	5	704.731	85.623	1349.654	135.538	1794.111	153.560	3687.646	570.977	4698.318	997.183
2.820986	5	728.931	86.313	1398.194	146.894	1797.737	145.872	3718.166	533.614	4827.607	1168.101
2.830986	4	751.459	97.990	1438.469	159.967	1811.775	151.232	3715.999	347.821	--undefined--	--undefined--
2.840986	4	778.158	123.440	1465.591	208.289	1839.974	173.861	3704.348	279.173	--undefined--	--undefined--
2.850986	4	804.673	149.086	1506.564	288.111	1874.604	227.483	3727.705	319.152	--undefined--	--undefined--
2.860986	4	819.447	163.717	1534.915	353.313	1899.554	246.529	3737.926	365.188	--undefined--	--undefined--
2.870986	5	833.311	186.963	1554.833	487.286	1898.164	284.772	3695.286	347.949	5180.026	1855.540
2.880986	5	850.476	210.287	1590.940	637.209	1899.022	367.979	3685.334	407.906	4654.951	1625.306
2.890986	5	856.818	212.182	1604.129	675.137	1913.048	337.997	3636.081	498.035	4321.517	1084.088
2.900986	5	863.275	210.163	1640.226	691.270	1926.839	300.584	3648.564	387.764	4349.254	1228.408
2.910986	5	872.590	226.913	1638.754	815.799	1948.316	318.307	3670.598	396.498	4353.436	1392.423
2.920986	5	880.340	266.066	1578.216	943.677	1980.419	356.506	3664.565	540.910	4314.536	1439.671
2.930986	5	884.500	321.358	1534.090	913.970	2011.320	472.341	3627.006	760.688	4342.328	1233.962
2.940986	5	885.679	376.672	1465.550	831.478	2122.399	706.913	3703.420	817.988	4577.045	1157.886
2.950986	5	842.609	425.815	1282.229	528.395	2408.011	513.967	3711.815	738.341	4666.212	936.340
2.960986	5	798.347	464.783	1261.850	388.990	2449.726	363.508	3662.924	505.384	4633.628	1226.351
2.970986	4	771.386	544.051	1296.070	317.989	2437.582	452.870	3701.266	303.105	--undefined--	--undefined--
2.980986	5	735.062	529.602	1240.164	270.705	2306.310	530.858	3712.306	364.128	4669.761	2553.730
2.990986	5	617.171	490.277	1170.800	173.885	2316.466	367.829	3773.996	654.814	4132.007	1662.888
3.000986	5	356.736	469.228	1173.094	241.410	2422.915	171.096	2990.938	1530.932	4319.115	129.623
3.010986	5	322.779	141.823	1495.710	559.759	2498.291	125.619	2858.171	2078.149	4373.021	76.437
3.020986	5	317.168	96.635	1511.330	456.845	2508.795	130.539	3181.772	1927.775	4449.343	93.440
3.030986	5	313.853	81.564	1532.779	503.019	2502.882	151.611	3488.388	1774.072	4516.745	102.260
3.040986	5	307.286	57.547	1511.994	467.000	2507.200	159.115	3745.228	1487.658	4569.150	103.902
3.050986	5	299.271	36.726	1478.048	417.745	2513.117	161.138	3896.405	1417.945	4626.500	97.911
3.060986	5	290.423	21.598	1460.895	435.591	2504.710	163.523	3988.163	861.534	4665.153	102.854
3.070986	5	282.302	16.429	1460.689	469.447	2480.835	181.046	4003.617	642.026	4663.852	121.082
3.080986	5	275.691	20.176	1475.765	639.583	2495.389	234.549	4064.289	878.309	4685.720	205.558
3.090986	5	267.659	26.170	1690.809	1318.245	2520.156	277.616	4317.461	1439.197	4663.995	341.567
3.100986	4	253.059	38.370	2068.368	1352.549	2537.539	370.054	4480.113	542.949	--undefined--	--undefined--
3.110986	4	231.557	128.384	1930.000	785.768	2770.456	716.686	4261.759	805.162	--undefined--	--undefined--
3.120986	3	1775.772	991.196	2849.718	1113.802	4165.630	914.862	--undefined--	--undefined--	--undefined--	--undefined--
3.130986	4	1535.179	844.318	2172.241	1047.020	3055.194	1117.373	4228.607	709.199	--undefined--	--undefined--
3.140986	4	1590.907	997.092	1986.829	1135.587	2929.554	991.164	4186.328	713.420	--undefined--	--undefined--
3.150986	4	1561.209	860.205	2103.102	1200.652	2949.486	1116.258	4223.059	750.390	--undefined--	--undefined--
3.160986	4	1427.687	932.328	2096.418	1132.059	2940.184	1139.100	4227.997	736.494	--undefined--	--undefined--
3.170986	4	1220.579	781.271	2544.156	1000.446	3528.328	2625.659	4392.800	762.807	--undefined--	--undefined--
3.180986	5	507.535	265.676	1197.374	236.260	2684.792	369.516	3895.791	916.004	4540.736	330.770
3.190986	5	600.067	172.992	1147.831	275.066	2771.720	201.523	3956.970	545.268	4591.311	285.415
3.200986	5	654.334	140.029	1195.804	265.990	2819.228	214.370	3928.690	681.073	4622.144	218.939
3.210986	5	696.516	119.928	1280.698	210.481	2875.795	274.013	3941.322	1294.833	4598.763	293.699
3.220986	5	725.325	115.448	1295.728	214.279	2892.658	289.454	4264.405	1459.729	4423.761	407.137
3.230986	5	747.712	108.933	1322.321	204.730	2903.684	271.941	4373.550	1388.189	4398.043	361.875
3.240986	5	770.112	104.073	1376.490	201.591	2903.094	280.967	4314.761	1623.062	4463.508	343.611
3.250986	5	784.267	88.728	1416.018	209.904	2908.621	276.401	4228.693	1900.973	4469.097	329.282
3.260986	5	788.395	71.745	1449.322	200.028	2921.400	230.445	4374.836	287.661	4581.503	2963.069
3.270986	4	785.129	60.553	1463.071	178.059	2936.479	212.817	4368.383	275.678	--undefined--	--undefined--
3.280986	4	781.571	60.904	1472.315	172.663	2970.218	211.764	4468.197	327.466	--undefined--	--undefined--
3.290986	4	779.159	67.503	1474.426	160.953	2981.157	221.584	4517.681	383.592	--undefined--	--undefined--
3.300986	5	779.389	71.303	1468.488	172.166	2979.703	201.259	4489.680	416.959	4803.223	2519.290
3.310986	5	780.975	74.257	1474.754	170.813	2984.067	195.695	4510.844	472.171	4605.305	1787.631
3.320986	5	781.734	77.559	1495.229	134.352	2992.457	203.313	4510.014	596.249	4565.375	1366.914
3.330986	5	782.754	76.829	1539.129	124.754	3006.891	203.108	4515.939	603.906	4620.100	1461.677
3.340986	5	787.007	81.689	1568.644	148.514	3044.517	180.302	4548.066	469.252	5261.724	2722.712
3.350986	4	791.488	97.333	1575.827	198.243	3064.397	158.530	4527.307	341.335	--undefined--	--undefined--
3.360986	4	773.917	114.799	1559.606	207.070	3054.275	144.165	4520.948	288.807	--undefined--	--undefined--
3.370986	4	742.859	117.506	1543.564	167.425	3068.679	122.445	4545.938	281.337	--undefined--	--undefined--
3.380986	4	746.455	141.065	1563.190	167.910	3079.448	98.426	4509.271	271.749	--undefined--	--undefined--
3.390986	4	771.926	218.282	1587.561	269.704	3081.266	76.947	4415.736	213.741	--undefined--	--undefined--
3.400986	4	813.728	343.576	1622.518	402.668	3093.809	107.243	4407.924	200.481	--undefined--	--undefined--
3.410986	4	702.427	637.559	1604.453	474.592	3094.272	136.410	4468.062	311.152	--undefined--	--undefined--
3.420986	4	543.389	709.098	1566.537	423.030	3126.857	134.029	4658.363	660.953	--undefined--	--undefined--
3.430986	4	714.563	585.079	1598.746	273.794	3137.705	68.851	4602.941	955.703	--undefined--	--undefined--
3.440986	5	962.109	1103.269	1589.603	202.275	3122.858	60.016	4379.628	1296.704	5182.828	1306.251
3.450986	4	1552.210	143.051	1584.141	2106.946	3115.654	97.686	4496.478	701.249	--undefined--	--undefined--
3.460986	4	1572.543	180.670	1717.077	1778.467	3092.801	194.078	4463.845	629.057	--undefined--	--undefined--
3.470986	4	1301.904	1068.602	1653.250	288.390	3049.337	260.619	4352.355	737.766	--undefined--	--undefined--
3.480986	4	1096.626	605.223	1725.806	227.764	3052.184	246.712	4310.216	1041.614	--undefined--	--undefined--
3.490986	4	1014.552	365.724	1733.451	158.132	3061.176	263.514	3734.376	1288.794	--undefined--	--undefined--
3.500986	3	1074.690	393.578	1776.725	195.759	3146.021	107.978	--undefined--	--undefined--	--undefined--	--undefined--
3.510986	2	1918.394	549.766	3198.071	551.212	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
3.520986	2	1918.471	549.663	3198.144	550.949	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
3.530986	2	1918.547	549.590	3198.206	550.786	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
3.540986	2	1918.523	549.582	3198.198	550.644	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
3.550986	2	1918.494	549.563	3198.178	550.520	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
3.560986	2	1918.593	549.488	3198.223	550.436	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
3.570986	2	1918.573	549.498	3198.225	550.381	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
3.580986	2	1918.617	549.452	3198.236	550.342	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
3.590986	2	1918.580	549.449	3198.220	550.329	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
3.600986	2	1918.710	549.444	3198.302	550.305	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
3.610986	2	1918.577	549.550	3198.282	550.292	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
3.620986	2	1918.697	549.496	3198.317	550.277	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
3.630986	2	1918.588	549.575	3198.274	550.277	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
3.640986	2	1918.716	549.460	3198.322	550.258	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
3.650986	2	1918.624	549.340	3198.321	550.231	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
3.660986	2	1918.737	549.173	3198.356	550.207	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
3.670986	2	1918.574	549.298	3198.315	550.234	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
3.680986	2	1918.654	549.231	3198.324	550.286	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
3.690986	2	1918.691	549.154	3198.340	550.276	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
3.700986	2	1918.757	549.200	3198.353	550.304	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
3.710986	2	1918.671	549.272	3198.359	550.275	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
3.720986	2	1918.634	549.434	3198.375	550.264	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
3.730986	2	1918.687	549.389	3198.364	550.283	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
3.740986	2	1918.614	549.505	3198.373	550.252	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
3.750986	2	1918.597	549.513	3198.367	550.229	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
3.760986	2	1918.647	549.519	3198.389	550.218	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
3.770986	2	1918.718	549.400	3198.346	550.163	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
3.780986	2	1918.612	549.395	3198.277	550.129	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
3.790986	2	1918.670	549.364	3198.307	550.127	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
3.800986	2	1918.617	549.413	3198.297	550.139	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
3.810986	2	1918.661	549.392	3198.312	550.149	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
3.820986	2	1918.603	549.395	3198.271	550.170	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
3.830986	2	1918.806	549.349	3198.352	550.173	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
3.840986	2	1918.673	549.407	3198.296	550.175	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
3.850986	2	1918.773	549.401	3198.360	550.169	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
3.860986	2	1918.613	549.522	3198.319	550.188	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
3.870986	2	1918.800	549.480	3198.378	550.200	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
3.880986	2	1918.698	549.604	3198.361	550.232	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
3.890986	2	1918.801	549.391	3198.396	550.176	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
3.900986	2	1918.648	549.265	3198.374	550.151	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
3.910986	2	1918.759	549.141	3198.410	550.159	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
3.920986	2	1918.580	549.290	3198.357	550.198	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
3.930986	2	1918.617	549.308	3198.349	550.249	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
3.940986	2	1918.486	549.385	3198.336	550.219	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
3.950986	2	1918.639	549.431	3198.387	550.287	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
3.960986	2	1918.806	549.414	3198.400	550.323	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
3.970986	2	1918.844	549.603	3198.425	550.350	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
3.980986	2	1918.793	549.477	3198.403	550.331	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
3.990986	2	1918.640	549.499	3198.388	550.248	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
4.000986	2	1918.630	549.380	3198.374	550.242	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
4.010986	2	1918.718	549.254	3198.413	550.314	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
4.020986	2	1918.735	549.346	3198.406	550.160	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
4.030986	2	1918.456	549.647	3198.297	550.026	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
4.040986	2	1918.596	549.467	3198.284	550.154	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
4.050986	2	1919.027	549.166	3198.401	550.355	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
4.060986	2	1918.764	549.462	3198.359	550.296	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
4.070986	2	1918.535	549.693	3198.337	550.022	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
4.080986	2	1918.534	549.584	3198.330	550.147	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
4.090986	2	1918.869	549.185	3198.390	550.351	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
4.100986	2	1918.691	549.360	3198.343	550.204	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
4.110986	2	1918.513	549.643	3198.322	549.981	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
4.120986	2	1918.499	549.555	3198.291	550.149	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
4.130986	2	1918.984	549.147	3198.478	550.396	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
4.140986	2	1918.816	549.204	3198.465	550.307	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
4.150986	2	1918.667	549.560	3198.460	550.110	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
4.160986	2	1918.522	549.619	3198.358	550.172	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
4.170986	2	1918.735	549.320	3198.401	550.378	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
4.180986	2	1918.604	549.436	3198.378	550.407	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
4.190986	2	1918.613	549.630	3198.444	550.151	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
4.200986	2	1918.530	549.657	3198.376	550.191	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
4.210986	2	1918.837	549.277	3198.465	550.377	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
4.220986	2	1918.821	549.176	3198.475	550.388	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
4.230986	2	1918.755	549.322	3198.429	550.162	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
4.240986	2	1918.353	549.620	3198.252	549.973	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
4.250986	2	1918.302	549.318	3198.178	550.031	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
4.260986	2	1918.831	549.018	3198.409	550.167	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
4.270986	2	1918.834	549.214	3198.455	550.096	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
4.280986	2	1918.427	549.663	3198.299	549.974	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
4.290986	2	1918.606	549.407	3198.315	550.098	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
4.300986	2	1919.166	548.908	3198.502	550.306	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
4.310986	2	1918.765	549.432	3198.395	550.313	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
